#This file maps hg38's rsem gene IDs to gene symbols
#Nir + Michael (Header), March 2015
#Gene RSEM ID	Gene Sybmol	Nir Type
gene2076	RBM8A	1
gene2286	LINGO4	1
gene10916	ZFR	1
gene18937	MIR6852	2
gene27110	DAOA	1
gene11710	LOC102723470	2
gene17922	FABP4	1
gene37500	KCNB1	1
gene15349	POU6F2-AS2	2
gene12487	CANX	1
gene29057	TMEM261P1	1
gene2189	TRNAV22	3
gene10619	LOC101928929	2
gene4038	LINC00298	2
gene4901	TMEM150A	1
gene35570	SCGB2B3P	1
gene1150	ECHDC2	1
gene20842	FAM25G	1
gene6032	FRZB	1
gene1002	RPS15AP11	1
gene1171	DMRTB1	1
gene29412	CATSPER2	1
gene35575	LOC400685	2
gene33347	CUEDC1	1
gene37980	CLDN8	1
gene24030	MIR3656	2
gene15265	RP9P	1
gene31499	RPL35AP33	1
gene4088	E2F6	1
gene39465	CTPS2	1
gene3682	LOC644006	1
gene27676	EGLN3	1
gene12960	GUSBP2	1
gene8924	FBXO45	1
gene4908	MIR6071	2
gene29325	MRPL42P5	1
gene13498	GRM4	1
gene4943	LOC101928173	2
gene23670	TRIM64	1
gene26387	SHISA2	1
gene39433	GPM6B	1
gene14107	RRAGD	1
gene31582	ATP5A1P3	1
gene39967	PAGE5	1
gene2578	AIM2	1
gene37790	LOC102724909	1
gene1737	GNAT2	1
gene9549	TECRL	1
gene5371	RGPD8	1
gene14967	OCM	1
gene18795	LOC102724192	2
gene15395	TUBG1P	1
gene19325	LOC102723932	2
gene345	RSC1A1	1
gene897	ZFP69	1
gene17070	DEFA8P	1
gene9204	MIR572	2
gene20209	TMEM141	1
gene38114	CBR3-AS1	2
gene29499	DTWD1	1
gene3366	HSD11B1	1
gene14630	SUMO4	1
gene3732	ARID4B	1
gene25378	LOC102724337	2
gene21370	LOC101927013	2
gene10055	MIR302D	2
gene8274	IL20RB	1
gene23722	ARPC3P3	1
gene39757	CFP	1
gene8517	LOC102724384	2
gene7519	FAM208A	1
gene1965	LOC100996722	1
gene29207	LOC102724078_variant1	2
gene43945	LOC102724078_variant2	2
gene38385	ANKRD62P1-PARP4P3	1
gene11294	RPL35AP13	1
gene8597	LRRIQ4	1
gene24215	KCNJ5	1
gene2483	LMNA	1
gene43068	TBCD_variant1	1
gene33883	TBCD_variant2	1
gene18543	ZNF250	1
gene45679	TRNAQ11_variant1	3
gene44655	TRNAQ11_variant2	3
gene44989	TRNAQ11_variant3	3
gene13157	TRNAQ11_variant4	3
gene45313	TRNAQ11_variant5	3
gene43491	TRNAQ11_variant6	3
gene4565	EIF3FP3	1
gene14567	gene14567	3
gene22227	LOC102724711	2
gene37764	LOC102724291	1
gene8539	TRIM59	1
gene36300	SIGLEC7	1
gene8651	MIR7977	2
gene41647	PANK4_variant1	1
gene116	PANK4_variant2	1
gene41659	LOC649324_variant1	1
gene300	LOC649324_variant2	1
gene27934	TRNAK13	3
gene31097	LOC101060048	1
gene9339	RPL21P45	1
gene1021	TOE1	1
gene23276	LOC100505524	1
gene6083	OSGEPL1-AS1	2
gene25116	SPRYD3	1
gene39952	MAGED2	1
gene11111	ANKRD55	1
gene17882	LOC102724858	2
gene25679	LOC102723340	2
gene19274	LOC101927258	2
gene9055	DOK7	1
gene16014	TFPI2	1
gene33022	COA3	1
gene2166	LOC102724437	1
gene42672	IGHV3-50_variant1	4
gene28820	IGHV3-50_variant2	4
gene7283	PTH1R	1
gene3329	C1orf116	1
gene38836	NF2	1
gene29274	LOC100507480	2
gene15793	POM121	1
gene20010	PHYHD1	1
gene20808	ANTXRLP1	1
gene36229	NUP62	1
gene45359	ZFP57_variant1	1
gene45727	ZFP57_variant2	1
gene13212	ZFP57_variant3	1
gene44710	ZFP57_variant4	1
gene43546	ZFP57_variant5	1
gene44264	ZFP57_variant6	1
gene45033	ZFP57_variant7	1
gene41943	ZFP57_variant8	1
gene286	PRAMEF1	1
gene38584	IGLV4-69	4
gene13700	RSPH9	1
gene16322	TMEM168	1
gene108	LOC100506504	1
gene20144	LOC102723948	2
gene32787	LOC102723719	2
gene23311	CLCF1	1
gene12053	NDFIP1	1
gene6909	CHCHD4	1
gene13480	CUTA_variant1	1
gene45950	CUTA_variant2	1
gene2937	TNR	1
gene16671	TRBV5-1_variant1	4
gene42126	TRBV5-1_variant2	4
gene25672	USP44	1
gene36931	LINC00687	3
gene8966	LOC101928695	2
gene5486	IWS1	1
gene5296	SULT1C4	1
gene24226	LINC00167	2
gene28399	PPP4R4_variant1	1
gene42520	PPP4R4_variant2	1
gene30397	SSTR5	1
gene35900	gene35900	3
gene17561	SFRP1	1
gene5623	MAP3K19	1
gene24703	GOLT1B	1
gene34111	MIB1	1
gene19754	SUSD1	1
gene34956	ICAM5	1
gene14944	PAPOLB	1
gene1818	LRIG2	1
gene42513	MIR4506_variant1	2
gene28392	MIR4506_variant2	2
gene32858	KRT8P34	1
gene5846	SCN9A	1
gene35683	ZNF420	1
gene4971	LOC101928427	2
gene21860	LOC100128127	1
gene13803	LOC730101	2
gene2998	gene2998	3
gene32065	FAM64A	1
gene24818	RPL12P32	1
gene23064	EEF1G	1
gene11878	SMAD5	1
gene23049	INCENP	1
gene27586	MIR7703	2
gene31833	CDK10	1
gene31623	ZNRF1	1
gene7190	HHATL	1
gene27485	TRAJ27	3
gene38756	CRIP1P4	1
gene18385	LOC102723694	2
gene30340	HBA2	1
gene16576	MIR490	2
gene43028	LOC101929774	2
gene4701	SNORA36C	2
gene23781	BIRC3	1
gene33212	HOXB-AS3	2
gene15023	PER4	1
gene23491	LIPT2	1
gene24057	LOC101929156	2
gene11884	SPOCK1	1
gene10673	MIR3118-1	2
gene11863	H2AFY	1
gene4744	ZNF638	1
gene14378	gene14378	3
gene35725	ACTN4	1
gene23567	gene23567	3
gene31115	LOC102724207	2
gene474	PINK1	1
gene26046	VPS33A	1
gene32385	FAM106A	2
gene20312	LOC102723422	1
gene6683	LOC100287387	1
gene40444	MUM1L1	1
gene29581	LOC100128711	1
gene38951	APOL2	1
gene21749	TACC2	1
gene37309	LOC149684	2
gene33003	HSD17B1	1
gene40255	MIR1321	2
gene31495	SLC7A6	1
gene39934	HSD17B10	1
gene24652	LOC102724146	2
gene30182	gene30182	3
gene33421	TRNASUP1	3
gene464	PLA2G2C	1
gene7476	SNORD19B	2
gene24071	TECTA	1
gene34020	GNAL	1
gene7563	ID2B	1
gene36102	SNAR-C4	2
gene8699	LOC101929598	1
gene13022	TRNAD9	3
gene17352	PEBP4	1
gene34300	C18orf12	3
gene40210	TAF9B	1
gene26610	LINC01071	2
gene40310	RPA4	1
gene35231	NWD1	1
gene35626	UPK1A	1
gene40245	MIR548I4	2
gene34694	AES	1
gene30994	CD2BP2	1
gene23097	SNORD22	2
gene14144	NDUFAF4	1
gene35856	CEACAM6	1
gene30157	AP3S2	1
gene994	RNU5F-1	2
gene40996	MAGEA2	1
gene35418	ZNF208	1
gene21470	GOT1	1
gene7487	TMEM110-MUSTN1	1
gene18769	LOC102724137	2
gene2069	NUDT17	1
gene5040	IGKV3D-31	4
gene29297	LOC102724283	2
gene15173	HOXA1	1
gene18601	RCL1	1
gene35572	ZNF181	1
gene20359	TRNAV26	3
gene32355	LOC100507131	3
gene33677	MRPL38	1
gene6308	PIKFYVE	1
gene42165	TRBV10-3_variant1	4
gene16704	TRBV10-3_variant2	4
gene42225	LOC401442_variant1	3
gene17028	LOC401442_variant2	3
gene22786	OR10AG1	1
gene19894	PIGFP2	1
gene21515	LBX1	1
gene28438	ATG2B	1
gene5634	DARS	1
gene37579	FAM209A	1
gene34348	LOC102724651	2
gene27513	DAD1	1
gene27376	TRAV1-1	4
gene25429	CAND1	1
gene24110	OR8D4	1
gene42670	IGHV3-49_variant1	4
gene28818	IGHV3-49_variant2	4
gene15799	LOC728524	1
gene26983	GPC5	1
gene27505	TRAJ7	3
gene24042	CCDC153	1
gene29709	PARP16	1
gene7498	DCP1A	1
gene24571	TAS2R30_variant1	1
gene42444	TAS2R30_variant2	1
gene43848	TAS2R30_variant3	1
gene31435	CES2	1
gene27654	MIR624	2
gene24676	PSMC1P9	1
gene36896	LOC101929265	2
gene39523	DDX53	1
gene37374	FITM2	1
gene8774	TRA2B	1
gene38692	IGLJ6	4
gene23303	MIR6860	2
gene29224	LOC102724126	2
gene21737	RPL21P16	1
gene28244	TMEM63C	1
gene33935	MYL12A	1
gene32637	EVI2A	1
gene6836	IL17RC	1
gene9300	RBPJ	1
gene40098	ITGB1BP2	1
gene13090	TRNAS13	3
gene4891	LOC101928082	2
gene24399	TPI1	1
gene24839	LOC100128817	1
gene26008	CABP1	1
gene14395	LOC101928096	2
gene39205	LOC100506737	2
gene29010	LOC101928818	2
gene40095	GJB1	1
gene21820	FOXI2	1
gene1628	FRRS1	1
gene22637	SNORD67	2
gene18566	DMRT3	1
gene17127	FAM90A9P	1
gene4521	GPR75-ASB3	1
gene4864	LOC1720	1
gene4907	ATOH8	1
gene33718	MFSD11	1
gene39435	UBE2E4P	1
gene24658	LOC101928362	2
gene13085	ZSCAN16	1
gene6575	RPL21P35	1
gene1596	LOC100996630	2
gene39940	LOC100128454	1
gene36898	gene36898	3
gene16790	FAM115D	1
gene17360	TNFRSF10A	1
gene26486	KL	1
gene9160	USP17L25	1
gene14900	MAFK	1
gene10583	RWDD4	1
gene38072	SON	1
gene34610	SBNO2_variant1	1
gene43083	SBNO2_variant2	1
gene19565	LOC100132781	1
gene9386	MIR4802	2
gene6376	RPL31P14	1
gene16028	PPP1R9A	1
gene31749	LINC01081	2
gene25343	LOC102724211	2
gene19177	LOC102724581	2
gene30048	MIR4515	2
gene23271	TRNAS22	3
gene44630	SDHAP2_variant1	1
gene41782	SDHAP2_variant2	1
gene8891	SDHAP2_variant3	1
gene44190	SDHAP2_variant4	1
gene44957	SDHAP2_variant5	1
gene45284	SDHAP2_variant6	1
gene45642	SDHAP2_variant7	1
gene43399	SDHAP2_variant8	1
gene15121	RPL12P10	1
gene10313	EDNRA	1
gene682	SNORA61	2
gene3402	PPP2R5A	1
gene36936	LOC102606466	2
gene2276	RPS10P6	1
gene5752	TRNAG19	3
gene11264	SERF1A_variant1	1
gene43421	SERF1A_variant2	1
gene41857	SERF1A_variant3	1
gene10705	LOC101928793	1
gene24391	PTMS	1
gene32183	TRNAT8	3
gene20059	PRRC2B	1
gene9963	BDH2	1
gene17697	PENK	1
gene2047	LOC102724221	1
gene25938	LOC101928225	2
gene26517	SMAD9	1
gene37247	UQCC1	1
gene3042	RGL1	1
gene11419	ATG10	1
gene8347	gene8347	3
gene23879	LOC101928620	2
gene25829	LOC101929204	2
gene38188	BACE2	1
gene8279	gene8279	3
gene39407	MIR548AX	2
gene6403	MIR6513	2
gene19727	PALM2	1
gene11805	IL5	1
gene26969	gene26969	3
gene20029	PTGES	1
gene16773	EPHA1-AS1	2
gene29011	PWRN3	2
gene34104	LOC101927496	2
gene17658	OPRK1	1
gene28593	WDR20	1
gene24341	C12orf4	1
gene27695	LOC102723366	2
gene38153	LOC101928398	2
gene32050	NUP88	1
gene33425	LOC101927855	2
gene33681	TEN1	1
gene35784	FCGBP	1
gene20235	SAPCD2	1
gene6144	MOB4	1
gene28969	LOC440243_variant1	1
gene42730	LOC440243_variant2	1
gene13492	LEMD2	1
gene1661	RPSAP19	1
gene21857	LINC01168	2
gene38882	INPP5J	1
gene40681	OCRL	1
gene28490	MEG8	2
gene34375	BOD1L2	1
gene36578	FAM71E2	1
gene5789	PLA2R1	1
gene26629	COG3	1
gene17430	PNOC	1
gene35169	OR1I1	1
gene11953	HAUS1P1	1
gene11349	AGGF1	1
gene37109	FLJ20518	1
gene30371	LOC100130285	3
gene32299	RPLP1P11	1
gene42215	TRPV5_variant1	1
gene16752	TRPV5_variant2	1
gene9417	YIPF7	1
gene10242	LOC101927451	2
gene12206	MIR3141	2
gene29841	C15orf59	1
gene40866	SPANXA2-OT1	2
gene31218	ABCC11	1
gene22311	GALNT18	1
gene32234	MYH1	1
gene37367	GTSF1L	1
gene40906	CXorf51B	1
gene256	AGTRAP	1
gene23789	MMP27	1
gene19674	OR13D1	1
gene30520	LOC101929613	2
gene45086	MIR877_variant1	2
gene13283	MIR877_variant2	2
gene44334	MIR877_variant3	2
gene43616	MIR877_variant4	2
gene45796	MIR877_variant5	2
gene45429	MIR877_variant6	2
gene44780	MIR877_variant7	2
gene22936	GLYATL1P4	1
gene22957	LOC102723575	2
gene4501	STON1	1
gene18726	FOCAD	1
gene10134	NDNF	1
gene20420	MIR548AK	2
gene36989	RPL21P3	1
gene30141	TRNAR22	3
gene29199	MIR211_variant1	2
gene43936	MIR211_variant2	2
gene37474	LOC100131496	2
gene25541	PPP1R12A	1
gene15858	SPDYE5	1
gene28660	GPR132	1
gene36631	ZNF583	1
gene1871	ATP1A1	1
gene41028	PLXNB3	1
gene3952	ZNF672	1
gene28319	EML5	1
gene3324	FAIM3	1
gene18127	YWHAZ	1
gene23486	PGM2L1	1
gene17319	gene17319	3
gene36479	MIR527	2
gene41058	RPL10	1
gene6347	RPL5P8	1
gene6452	MIR153-1	2
gene9583	TMPRSS11BNL	1
gene18709	SCARNA8	1
gene5369	ZC3H6	1
gene3697	DISC1	1
gene24009	TMEM25	1
gene16348	ST7-AS1	2
gene9937	gene9937	3
gene7048	OSBPL10	1
gene8220	NPHP3-ACAD11	2
gene37899	gene37899	3
gene12786	LOC101928519	2
gene599	CATSPER4	1
gene19262	LOC101927127	2
gene7511	LRTM1	1
gene29729	TIPIN	1
gene26215	ZNF891	1
gene23766	ARHGAP42	1
gene1815	SLC16A1-AS1	2
gene35884	MIR8077	2
gene2579	LOC102724240	2
gene38415	SLC25A18	1
gene14414	C6orf58	1
gene24775	LOC101928735	2
gene42544	IGHD_variant1	4
gene28692	IGHD_variant2	4
gene26623	TPT1	1
gene34367	gene34367	3
gene25384	RPS27P24	1
gene31378	CCDC113	1
gene24789	LOC645485	3
gene2990	TOR1AIP1	1
gene40327	SYTL4	1
gene2345	SPRR2F	1
gene27559	MIR208B	2
gene17624	CEBPD	1
gene39843	GAGE2E	1
gene36163	SNAR-G1	2
gene7452	POC1A	1
gene37895	LOC102724267	2
gene19735	SVEP1	1
gene23071	GANAB	1
gene20579	PDSS1	1
gene18361	HPYR1	2
gene29501	ATP8B4	1
gene870	BMP8A	1
gene37587	MIR4325	2
gene17386	GNRH1	1
gene2550	OR10T2	1
gene10234	LOC152594	1
gene9835	MIR5705	2
gene830	MIR6732	2
gene5450	RPL27P7	1
gene6573	LINC00471	2
gene26146	NLRP9P	1
gene11962	HARS	1
gene25097	KRT77	1
gene30873	AQP8	1
gene20663	ITGB1	1
gene20450	MIR1265	2
gene35472	ZNF254	1
gene26228	LOC102724148	1
gene14491	SGK1	1
gene33894	MGC70870	1
gene24493	PTMAP4	1
gene29243	NOP10	1
gene28224	IFT43	1
gene39340	LOC101928070_variant1	2
gene41147	LOC101928070_variant2	2
gene6016	gene6016	3
gene14067	HTR1E	1
gene39005	SOX10	1
gene16595	RPL17P27	1
gene22918	OR5B2	1
gene31771	MAP1LC3B	1
gene41143	P2RY8_variant1	1
gene39336	P2RY8_variant2	1
gene14038	CYB5R4	1
gene17639	LOC102724295	1
gene77	AURKAIP1	1
gene26250	LINC00408	2
gene35198	UCA1	2
gene12962	LINC00240	2
gene14314	DSE	1
gene7834	NFKBIZ	1
gene22256	LOC101927936	2
gene42133	TRBV6-3	4
gene14852	LOC100131532	2
gene34852	RPL21P129	1
gene12694	MIR5689	2
gene26847	RPL21P109	1
gene6869	ATG7	1
gene34760	PLIN3	1
gene33489	RPL31P57	1
gene4478	MCFD2	1
gene1116	EPS15	1
gene35168	CASP14	1
gene21209	PLAC9	1
gene3025	RGS8	1
gene24404	ENO2	1
gene33199	CBX1	1
gene39844	GAGE12G	1
gene17090	LINC00965	2
gene40129	DMRTC1B	1
gene6750	LOC102724396	1
gene2229	ADAMTSL4	1
gene23359	LRP5	1
gene11299	LOC101060067	1
gene40075	ARR3	1
gene17357	LOC254896	2
gene1882	CD2	1
gene29306	LOC102724328	2
gene9886	HPGDS	1
gene32602	EFCAB5	1
gene11721	PRDM6	1
gene1533	EPHX4	1
gene21390	CYP2C9	1
gene17280	CNOT7	1
gene5584	POTEKP	1
gene24209	MIR6090	2
gene18020	RUNX1T1	1
gene37528	RPL36P2	1
gene1990	RNVU1-17	2
gene21602	LOC101928064	1
gene26973	LINC00380	2
gene2337	SPRR4	1
gene3633	RNA5S7	1
gene32716	AP2B1	1
gene1797	LOC101928754	2
gene26135	LINC00507	2
gene38336	S100B	1
gene36895	BMP2	1
gene34023	LOC102724524	2
gene11411	LOC102524628	2
gene14678	ESR1	1
gene17135	SPAG11A	1
gene21794	TEX36-AS1	2
gene18787	LRRC19	1
gene16870	ZNF767	1
gene21062	PRF1	1
gene45844	LST1_variant1	1
gene43682	LST1_variant2	1
gene13349	LST1_variant3	1
gene44840	LST1_variant4	1
gene45489	LST1_variant5	1
gene42014	LST1_variant6	1
gene44390	LST1_variant7	1
gene45140	LST1_variant8	1
gene36758	TCF15	1
gene2174	LOC100996717	1
gene28560	MIR889	2
gene25702	TRNAW5	3
gene16701	TRBV5-7_variant1	4
gene42159	TRBV5-7_variant2	4
gene11688	DMXL1	1
gene39801	RBM3	1
gene8753	EPHB3	1
gene15443	RAMP3	1
gene18080	TSPYL5	1
gene26696	DLEU2	2
gene15293	LOC101928575	1
gene14837	LOC101929442	2
gene33176	NFE2L3P2	1
gene7965	GAP43	1
gene24691	PDE3A	1
gene37116	LOC102723618	1
gene3833	LOC440742	3
gene17706	gene17706	3
gene38350	LOC101930531	1
gene22520	HIPK3	1
gene33273	XYLT2	1
gene25394	XPOT	1
gene38867	GAL3ST1	1
gene5386	IL36G	1
gene37164	TSPY26P	1
gene7374	AMIGO3	1
gene23401	DHCR7	1
gene12416	FGFR4	1
gene19599	TRIM14	1
gene9574	TMPRSS11D	1
gene15567	LOC650226	1
gene10231	SLC7A11	1
gene33375	PPM1E	1
gene20239	LOC101930307	1
gene13010	TRNAD14	3
gene16311	DOCK4	1
gene26879	gene26879	3
gene7195	ACKR2	1
gene17058	MIR8055	2
gene25797	gene25797	3
gene9784	ENOPH1	1
gene28124	KRT18P7	1
gene38082	SLC5A3	1
gene28807	IGHVII-43-1_variant1	4
gene42659	IGHVII-43-1_variant2	4
gene36572	MIR6803	2
gene3245	ZBED6	1
gene25579	NTS	1
gene45748	gene45748	3
gene16246	ORC5	1
gene25349	RPL21P103	1
gene28452	BCL11B	1
gene30662	PRM1	1
gene23230	MIR4690	2
gene40540	PLS3	1
gene33223	PRAC2	1
gene25953	LOC101928244	2
gene12661	BTF3P7	1
gene941	CCDC23	1
gene39225	GTSE1	1
gene5402	gene5402	3
gene3228	CHIT1	1
gene21170	RPS24	1
gene14830	KIF25-AS1	2
gene24700	PYROXD1	1
gene39594	CKS1BP6	1
gene30780	KNOP1	1
gene12877	HIST1H2BE	1
gene22581	MIR670	2
gene6330	LOC102724820	2
gene7193	LOC729083	3
gene15668	NMD3P1	1
gene17023	FBXO25	1
gene25331	TSPAN31	1
gene28929	LOC101926958	2
gene37944	LOC100996571	1
gene39511	CNKSR2	1
gene18377	LOC101927798	2
gene32272	LOC101928475	2
gene9846	IBSP	1
gene17320	GFRA2	1
gene15801	LOC100996746	1
gene2186	LOC101927649	1
gene6340	MIR4776-1	2
gene18178	LOC101927392	2
gene23797	MMP12	1
gene27232	BMS1P18	1
gene29977	LOC390617	1
gene20504	LOC102724082	2
gene24151	OR8B12	1
gene12278	GABRA1	1
gene2077	LIX1L	1
gene32130	TNFSF13	1
gene4919	REEP1	1
gene1918	GAPDHP58	1
gene30062	GOLGA2P7	1
gene32137	CD68	1
gene32992	GHDC	1
gene29916	FBXO22-AS1	2
gene4330	SPAST	1
gene35889	CXCL17	1
gene33807	MIR338	2
gene23072	INTS5	1
gene39738	RNU12-2P	1
gene34577	BSG	1
gene3382	KCNH1-IT1	2
gene41879	gene41879	3
gene24322	TEAD4	1
gene18576	LOC101930048	2
gene33882	FN3K	1
gene22942	DTX4	1
gene9235	FGFBP1	1
gene40344	TIMM8A	1
gene21159	gene21159	3
gene37915	gene37915	3
gene149	AJAP1	1
gene11730	ZNF608	1
gene4824	MIR5000	2
gene6945	GALNT15	1
gene24742	RASSF8-AS1	2
gene20134	MIR3689A	2
gene11387	LOC102724557	2
gene4978	IGKJ4	1
gene21139	LOC101929165	2
gene5936	GPR155	1
gene30636	CARHSP1	1
gene38693	IGLC6	4
gene34473	CCDC102B	1
gene2385	LOC101928059	2
gene14384	HDDC2	1
gene29105	SNORD115-47	2
gene28723	IGHD3-9_variant1	1
gene42575	IGHD3-9_variant2	1
gene37453	NCOA5	1
gene23441	INPPL1	1
gene6436	IHH	1
gene35785	LOC440525	1
gene36883	CHGB	1
gene11786	ACTBP4	1
gene26786	DIAPH3	1
gene8414	LOC102724195	2
gene29317	PHGR1	1
gene17750	GGH	1
gene33879	MIR4525	2
gene31194	VPS35	1
gene38600	IGLVV-58	4
gene34605	CNN2	1
gene28389	FAM181A-AS1_variant1	2
gene42510	FAM181A-AS1_variant2	2
gene35076	ASNA1	1
gene25459	LOC100130075	1
gene31510	HAS3	1
gene14626	gene14626	3
gene35054	ZNF563	1
gene2562	OR10Z1	1
gene34335	ME2	1
gene35432	LOC100128139	2
gene5787	CD302	1
gene29422	MIR1282	2
gene36641	ZNF835	1
gene37384	PKIG	1
gene6174	PPIL3	1
gene8302	PRR23C	1
gene22050	LOC102724597	2
gene8518	gene8518	3
gene36376	ZNF528	1
gene38290	KRTAP10-12	1
gene23287	CCS	1
gene30324	LOC102723632	1
gene36941	ISM1-AS1	2
gene10018	CDC42P4	1
gene34687	ZNF555	1
gene27734	LOC102723434	1
gene5322	LIMS3	1
gene22016	TSSC4	1
gene29009	LOC102723749	2
gene45231	COL11A2_variant1	1
gene44486	COL11A2_variant2	1
gene13453	COL11A2_variant3	1
gene45941	COL11A2_variant4	1
gene45583	COL11A2_variant5	1
gene44918	COL11A2_variant6	1
gene43783	COL11A2_variant7	1
gene18696	CNTLN	1
gene17588	CHRNA6	1
gene1361	C1orf173	1
gene32022	PLD2	1
gene15647	LOC101929050	2
gene11937	LINC01024	2
gene578	LDLRAP1	1
gene4770	NAT8B	1
gene10604	MIR4455	2
gene21357	HHEX	1
gene32221	RPL19P18	1
gene35727	LGALS7	1
gene27657	HECTD1	1
gene27970	C14orf39	1
gene29656	TLN2	1
gene27983	LOC101927756	2
gene18713	RPS6	1
gene12710	SYCP2L	1
gene12182	GLRA1	1
gene32089	MIR497	2
gene219	CTNNBIP1	1
gene37110	LOC100288774	1
gene43975	CCL3P1	1
gene24869	YAF2	1
gene11830	MIR1289-2	2
gene36899	MIR8062	2
gene17217	ZNF705D	1
gene39050	SNORD43	2
gene20684	GJD4	1
gene15158	HNRNPA2B1	1
gene1315	GADD45A	1
gene5274	RPS21P2	1
gene13064	HIST1H2AM	1
gene34614	C19orf26	1
gene939	C1orf50	1
gene23082	GNG3	1
gene37697	FLJ16779	2
gene31288	FTO	1
gene30232	LINC01197	2
gene21409	CCNJ	1
gene21540	PSD	1
gene26886	RPL7P44	1
gene31897	FAM57A	1
gene9304	STIM2	1
gene16184	MOGAT3	1
gene5605	FAM201B	3
gene25843	UBE3B	1
gene14926	IQCE	1
gene4158	HS1BP3-IT1	2
gene24317	LOC100507424	2
gene25475	gene25475	3
gene24235	ADAMTS15	1
gene32618	LOC101927093	2
gene22632	ARHGAP1	1
gene24282	B4GALNT3	1
gene24730	C12orf77	1
gene5954	HOXD10	1
gene34240	LOC102724402	2
gene43115	RPL29P33_variant1	1
gene35560	RPL29P33_variant2	1
gene40326	SRPX2	1
gene40484	RPS5P7	1
gene19052	CBWD6	1
gene8174	RPL32P3	1
gene19964	ST6GALNAC4	1
gene27701	KIAA0391	1
gene23406	KRTAP5-8	1
gene27724	LOC101927199	2
gene16850	ZNF786	1
gene6290	MIR4775	2
gene25337	METTL21B	1
gene19900	GPR144	1
gene8188	ALG1L2	1
gene8419	TSC22D2	1
gene475	MIR6084	2
gene6404	MIR6810	2
gene7117	PLCD1	1
gene28872	LOC100287794	1
gene32537	POLDIP2	1
gene3471	RAB3GAP2	1
gene24529	CLEC7A	1
gene20454	HSPA14	1
gene29389	LOC102724445	2
gene16227	RPL7AP39	1
gene22971	OR10V1	1
gene25825	SELPLG	1
gene8889	LOC651714	1
gene38974	C1QTNF6	1
gene18384	MIR30D	2
gene17176	PRSS55	1
gene23705	SNORD6	2
gene17073	DEFA1	1
gene46121	TRNI	1
gene6745	DTYMK	1
gene24247	OPCML	1
gene28899	LOC100996379	1
gene28519	SNORD114-16	2
gene35640	KIRREL2	1
gene8856	OPA1-AS1	2
gene9445	SLAIN2	1
gene1913	HSD3B2	1
gene29934	HMG20A	1
gene7085	KRT8P18	1
gene29673	FBXL22	1
gene38826	AP1B1	1
gene12149	CD74	1
gene36838	HSPA12B	1
gene8888	APOD	1
gene40005	LOC92249	2
gene18395	FLJ45872	3
gene36327	SIGLEC12	1
gene35586	SCN1B	1
gene14464	TAAR2	1
gene24992	TUBA1C	1
gene41142	ASMTL_variant1	1
gene39335	ASMTL_variant2	1
gene29946	SH2D7	1
gene31171	FLJ26245	2
gene27198	GAS6-AS2	2
gene10123	LOC101926936	2
gene30690	RPL35AP34	1
gene17390	EBF2	1
gene26601	LACC1	1
gene16106	CYP3A43	1
gene23847	RPLP2P3	1
gene27121	ATP5G1P5	1
gene6768	gene6768	3
gene16544	AKR1B1	1
gene39384	KAL1	1
gene30630	TMEM114	1
gene5271	UXS1	1
gene18995	SHB	1
gene24216	C11orf45	1
gene40594	NDUFA1	1
gene33535	MIR548D2	2
gene4226	GPR113	1
gene32614	LOC101927037	2
gene14043	TBX18	1
gene28200	RPS6KL1	1
gene23619	MIR6755	2
gene19968	NAIF1	1
gene16239	PMPCB	1
gene32339	COPS3	1
gene16363	LSM8	1
gene36363	ZNF616	1
gene45651	TRNAA5_variant1	3
gene43463	TRNAA5_variant2	3
gene13129	TRNAA5_variant3	3
gene22863	LOC101927154	2
gene8985	PDE6B	1
gene15091	MACC1	1
gene22680	OR4C10P	1
gene15687	ZNF735	1
gene17792	MCMDC2	1
gene16794	OR2F1	1
gene22419	ZDHHC13	1
gene36406	ZNF415	1
gene36244	SNAR-A8	2
gene20685	FZD8	1
gene17667	TCEA1	1
gene17723	LOC100505501	3
gene14985	ZNF853	1
gene41266	TSPY5P	1
gene2825	RPL29P7	1
gene26448	RNU6-64P	2
gene9147	USP17L11	1
gene36733	TRIM28	1
gene37513	TMEM189-UBE2V1	1
gene38589	IGLVIV-65	4
gene9767	FGF5	1
gene655	FAM76A	1
gene7296	CSPG5	1
gene19772	FKBP15	1
gene24679	RPL7P6	1
gene15062	BZW2	1
gene8800	RPL29P9	1
gene6451	PTPRN	1
gene30886	NSMCE1	1
gene38969	TST	1
gene32319	UPF3AP1	1
gene553	IFNLR1	1
gene2959	LINC00083	3
gene14556	REPS1	1
gene34812	CD70	1
gene32937	KRTAP9-2_variant1	1
gene43013	KRTAP9-2_variant2	1
gene9215	LOC100288683	1
gene1686	NTNG1	1
gene13866	TRNAI12	3
gene36699	ZNF606	1
gene12663	SSR1	1
gene27219	USP10P2	1
gene26076	SNRNP35	1
gene31778	LOC102724467	2
gene17553	ADAM18_variant1	1
gene42265	ADAM18_variant2	1
gene33417	LOC388406	2
gene318	PRAMEF20	1
gene30125	MIR3529	2
gene1507	LRRC8B	1
gene23286	CCDC87	1
gene29682	CSNK1G1	1
gene38799	LOC284898	3
gene12605	LOC101927759	2
gene41847	AK6_variant1	1
gene11224	AK6_variant2	1
gene3010	GM140	2
gene2220	C1orf54	1
gene36472	MIR516B1	2
