chr,start,end,CD8,Treg_Foxp3_all,oreganno
chr4,122693569,122694050,350.0,,
chr4,123249750,123250021,190.0,,
chr4,123266066,123266444,,,378.0
chr4,123581852,123582509,,,657.0
chr4,124429738,124430281,409.0,,
chr4,124707010,124707637,328.0,,
chr4,125780413,125781336,522.0,,
chr4,125858320,125858723,,,403.0
chr4,126418700,126419008,,,276.0
chr4,128709880,128710307,,427.0,
chr4,128710483,128711189,,370.0,
chr4,128712246,128712854,,504.0,
chr4,128736126,128736798,,,190.0
chr4,128953754,128954021,,,267.0
chr4,129138399,129139136,,,737.0
chr4,129262186,129262785,,,599.0
chr4,129470825,129471575,333.0,,
chr4,131596049,131596627,,578.0,
chr4,131597526,131597839,,,29.0
chr4,131885120,131885685,,,79.0
chr4,132501464,132502584,,,161.0
chr4,133101301,133102208,,,443.0
chr4,133176542,133177001,,459.0,
chr4,133178278,133178720,,442.0,
chr4,133187350,133187624,,,199.0
chr4,133368946,133370628,,,368.0
chr4,133603556,133604057,430.0,,
chr4,133614830,133615035,31.0,,
chr4,133662073,133662359,286.0,,
chr4,134474252,134474713,,,461.0
chr4,134659817,134660062,245.0,,
chr4,134759150,134759698,,548.0,
chr4,134761944,134762490,461.0,,
chr4,135656392,135656885,,493.0,
chr4,136604374,136604919,,,545.0
chr4,136913463,136913957,315.0,,
chr4,137197521,137198044,,478.0,
chr4,137860315,137860846,449.0,,
chr4,137875469,137875718,,,249.0
chr4,138528125,138528392,,,267.0
chr4,138528519,138529079,,,36.0
chr4,138686188,138686436,,,248.0
chr4,138686744,138687286,,,126.0
chr4,139134825,139135304,,479.0,
chr4,140503877,140504333,185.0,,
chr4,140508071,140508743,431.0,,
chr4,140770400,140770826,,,426.0
chr4,140828698,140829530,,,478.0
chr4,140919073,140919273,,,135.0
chr4,141114921,141115719,,,456.0
chr4,141277072,141277409,,,32.0
chr4,141279079,141279712,,,66.0
chr4,144482125,144482962,,,297.0
chr4,144767584,144768218,,611.0,
chr4,144889878,144890619,,741.0,241.0
chr4,144902265,144902872,362.0,,
chr4,144931744,144932402,,658.0,
chr4,146778705,146779009,,,304.0
chr4,146806117,146806448,,331.0,
chr4,147525531,147526450,,,573.0
chr4,148656426,148656916,,,463.0
chr4,148843616,148844022,335.0,,
chr4,149031967,149032729,,762.0,
chr4,149070377,149070638,,261.0,
chr4,149148193,149148658,314.0,,
chr4,149245625,149246086,,,461.0
chr4,150182426,150183542,,748.0,
chr4,150298265,150299445,501.0,1180.0,
chr4,150418671,150419334,,,351.0
chr4,151382663,151383668,,,803.0
chr4,151384430,151384636,,,206.0
chr4,151401415,151402124,,,709.0
chr4,151494477,151495244,,767.0,
chr4,151505174,151506084,,,218.0
chr4,154301774,154302504,,,592.0
chr4,154310632,154311263,,547.0,
chr4,154524531,154525268,304.0,,
chr4,154574770,154575623,,,347.0
chr4,154591302,154591898,,,321.0
chr4,154975241,154976292,386.0,,
chr4,155395604,155396763,517.0,1159.0,
chr5,3152014,3152720,,706.0,
chr5,3355718,3356401,,683.0,
chr5,3463214,3463601,,387.0,
chr5,3516712,3517211,,,422.0
chr5,8422271,8423101,,,416.0
chr5,8839642,8840154,434.0,,
chr5,9100426,9101733,,,1241.0
chr5,20916959,20918178,499.0,,
chr5,21206804,21207843,,,197.0
chr5,21292343,21292841,,,466.0
chr5,22093257,22093712,,,142.0
chr5,23143073,23143576,412.0,,
chr5,23224575,23225345,,770.0,
chr5,23293336,23293797,292.0,,
chr5,23399974,23400545,342.0,,
chr5,23772065,23772877,,,631.0
chr5,24190785,24191871,,,244.0
chr5,24192051,24192303,,,23.0
chr5,28397534,28398792,502.0,,
chr5,30061989,30062849,440.0,,
chr5,30558760,30559372,,,445.0
chr5,31189636,31191472,,,1312.0
chr5,33677814,33678388,444.0,,
chr5,34530272,34530960,,,523.0
chr5,34538968,34539580,,612.0,
chr5,35002490,35003389,,,732.0
chr5,37113655,37114102,365.0,,
chr5,37117565,37117970,,,131.0
chr5,38611083,38612161,,,456.0
chr5,38665203,38665425,222.0,,
chr5,45865472,45865794,,,64.0
chr5,51943541,51944269,,,344.0
chr5,53784743,53786153,527.0,1085.0,
chr5,53793505,53794344,,839.0,
chr5,53800951,53801334,,324.0,
chr5,53812085,53813047,,796.0,
chr5,53881837,53882597,,651.0,
chr5,53898626,53899029,357.0,,
chr5,53957636,53958434,798.0,,
chr5,53980107,53981094,,261.0,
chr5,63137151,63137462,,,283.0
chr5,63249344,63250226,,882.0,
chr5,63315817,63316252,,,265.0
chr5,64431887,64432240,353.0,,
chr5,64551222,64552741,,708.0,
chr5,64762415,64762871,,456.0,
chr5,64878880,64879667,371.0,,
chr5,65197257,65197775,,,498.0
chr5,65590560,65591203,,,587.0
chr5,65726551,65727269,415.0,,
chr5,66155173,66155438,,,265.0
chr5,66155541,66155838,,,297.0
chr5,66156072,66156607,,,313.0
chr5,66292172,66292563,300.0,,
chr5,67785172,67785716,,463.0,
chr5,67786397,67787100,,703.0,
chr5,73025881,73026479,344.0,,
chr5,73282780,73283147,,,367.0
chr5,77017415,77018019,252.0,,
chr5,88993572,88994418,,,846.0
chr5,88994763,88995276,,,21.0
chr5,92391187,92392219,,,916.0
chr5,92756256,92756781,,,210.0
chr5,92782466,92783028,,,528.0
chr5,93562324,93562773,415.0,,
chr5,93635279,93636106,,806.0,774.0
chr5,96630710,96631149,,439.0,
chr5,97307819,97308520,,701.0,
chr5,97345959,97346342,,383.0,
chr5,97346464,97346905,,441.0,
chr5,99681680,99682392,,,436.0
chr5,99928631,99929254,518.0,,
chr5,100947030,100947870,554.0,,
chr5,101013893,101014690,383.0,,
chr5,103805557,103806457,,872.0,
chr5,103806827,103807150,,36.0,
chr5,104189153,104190223,,,31.0
chr5,104450617,104451303,,,194.0
chr5,105668450,105668982,,,532.0
chr5,105721853,105722160,,,220.5
chr5,105722389,105723085,,,187.5
chr5,105734671,105734877,,204.0,
chr5,105734963,105735711,,748.0,
chr5,105947489,105948839,199.0,,
chr5,106043783,106044219,,436.0,
chr5,106113931,106114390,417.0,,
chr5,107606239,107607035,,796.0,
chr5,107688612,107688834,222.0,,
chr5,107693882,107694433,488.0,551.0,
chr5,107724185,107724599,357.0,,
chr5,107866595,107867518,,,381.0
chr5,108116776,108117569,,,650.0
chr5,108185097,108185535,,438.0,
chr5,108206485,108206691,,206.0,
chr5,108494424,108495478,355.0,,
chr5,110523215,110524028,428.0,,
chr5,110564431,110565285,375.0,,
chr5,110713585,110714441,394.0,,
chr5,110877377,110878232,,,71.0
chr5,111024405,111024851,,446.0,
chr5,111065012,111065317,,,305.0
chr5,111236992,111237701,,,623.0
chr5,111268453,111269383,638.0,,
chr5,112699891,112700687,438.0,,
chr5,112730628,112731203,,,87.0
chr5,112753582,112754021,,,353.0
chr5,114280301,114280703,377.0,,
chr5,115371704,115372273,,,147.0
chr5,115617343,115617842,,,309.5
chr5,115938813,115939240,,,51.0
chr5,115939478,115940783,,,804.0
chr5,116009161,116010032,363.0,,415.0
chr5,116161596,116162450,,854.0,
chr5,117565953,117566332,,,175.0
chr5,117583386,117583823,,,187.0
chr5,117583931,117584398,,,467.0
chr5,118486878,118487282,295.0,,
chr5,118809643,118810489,,,266.0
chr5,121670740,121671064,,,324.0
chr5,122288657,122288965,,,59.0
chr5,122581076,122582170,,1040.0,
chr5,122724876,122725108,,,232.0
chr5,122738489,122738746,,257.0,
chr5,122841680,122842213,199.0,,
chr5,122871950,122872452,,,502.0
chr5,123398997,123399545,438.0,548.0,
chr5,124484465,124484967,,502.0,
chr5,124524934,124525473,539.0,,
chr5,125028813,125029267,,,453.0
chr5,125869426,125870080,,,654.0
chr5,125873334,125873827,,,372.0
chr5,125914160,125914787,,,575.0
chr5,125955989,125956706,,,293.0
chr5,130322468,130323134,416.0,,
chr5,134745384,134746161,,777.0,
chr5,135491422,135491694,,,140.0
chr5,135500488,135501187,261.0,,
chr5,135591104,135591564,,,396.0
chr5,137943342,137944450,,,865.0
chr5,138612186,138612764,,,559.0
chr5,139858123,139859156,422.0,,
chr5,140797276,140797860,,,219.0
chr5,142916344,142917106,,,762.0
chr5,142917287,142917814,,,186.0
chr5,143894474,143895057,363.0,,
chr5,144775520,144776028,,,508.0
chr5,146041168,146042082,,,337.0
chr5,147072468,147072908,426.0,,440.0
chr5,147870912,147871183,,,271.0
chr5,147874764,147875958,,802.0,
chr5,147887846,147888524,373.0,,678.0
chr5,147888620,147889314,,,45.0
chr5,147970749,147971431,418.0,,
chr5,148110859,148111059,,,170.0
chr5,148135120,148135429,,,244.0
chr5,148705928,148706703,,,452.0
chr5,149210147,149211929,,618.0,
chr5,149631614,149632437,,823.0,
chr5,149806249,149806952,,,293.5
chr5,149818211,149818730,,,65.0
chr5,149827184,149828045,,,630.0
chr5,149862682,149863538,,,577.0
chr5,149995451,149996759,,,137.0
chr5,150040526,150041181,,,651.0
chr5,151035524,151036045,,,69.0
chr5,151403273,151404162,,,168.0
chr5,152170648,152172323,,,290.0
chr6,3151351,3151700,270.0,,
chr6,4550364,4551368,,,269.0
chr6,5247255,5248645,,864.0,
chr6,8597856,8599125,,630.0,
chr6,11857073,11858093,,,162.0
chr6,13019454,13020825,,,290.0
chr6,15678857,15679643,,644.0,
chr6,15730157,15730384,,227.0,
chr6,15742957,15743923,524.0,966.0,264.0
chr6,17014838,17016650,,1260.0,
chr6,17625330,17625809,,,363.0
chr6,21899147,21900638,,,463.0
chr6,21934956,21935611,,,215.5
chr6,22289874,22290319,,,445.0
chr6,22299559,22299933,374.0,,
chr6,25758801,25759690,,,882.0
chr6,28371520,28372097,,,512.0
chr6,29190869,29191104,,,235.0
chr6,29195711,29196410,,130.0,
chr6,29196620,29196922,,302.0,
chr6,29643915,29644306,,,391.0
chr6,29697807,29698129,,322.0,
chr6,29698262,29698552,290.0,290.0,290.0
chr6,29698735,29698950,215.0,129.0,215.0
chr6,29788572,29788876,,304.0,
chr6,30250347,30250889,,,364.5
chr6,31050535,31051122,,,110.0
chr6,31075451,31076013,,562.0,
chr6,31076283,31077300,,956.0,
chr6,31119426,31119626,,200.0,
chr6,31134439,31135077,,,252.0
chr6,31166502,31167127,,,625.0
chr6,31171624,31171830,,,151.0
chr6,34126035,34127346,,,320.0
chr6,34812406,34813558,,,671.0
chr6,35206699,35207068,,,268.5
chr6,35207703,35208196,,,234.0
chr6,37348951,37349347,,,396.0
chr6,37771393,37772155,,721.0,
chr6,38070602,38071094,,,237.0
chr6,38292300,38292853,422.0,,206.0
chr6,38483433,38484388,,,723.0
chr6,38501151,38501664,,,513.0
chr6,38501817,38502513,,,696.0
chr6,39329183,39330237,468.0,,
chr6,41504236,41505195,491.0,959.0,
chr6,43586969,43587228,,,259.0
chr6,47728309,47728798,253.0,,
chr6,47827367,47827992,,,625.0
chr6,47870308,47871148,,,581.0
chr6,48454195,48454507,,,312.0
chr6,48576939,48577228,,,289.0
chr6,48614495,48614978,,,114.0
chr6,48629644,48630132,405.0,,
chr6,48682754,48683453,525.0,488.0,
chr6,48696763,48697299,,211.0,
chr6,48697478,48697876,,398.0,
chr6,50343945,50344737,,783.0,
chr6,50366656,50367428,487.0,,
chr6,51009753,51010556,,755.0,
chr6,51237853,51238193,,340.0,
chr6,51419307,51420748,441.0,,
chr6,51495174,51495824,,,650.0
chr6,51530355,51530636,281.0,,
chr6,52590013,52590795,,,728.0
chr6,54709829,54710475,,,490.0
chr6,56829406,56829937,422.0,,
chr6,56869931,56870163,,,232.0
chr6,57484867,57486404,495.0,,515.5
chr6,59298745,59299126,,381.0,
chr6,59361742,59363078,,,314.0
chr6,59375947,59376667,428.0,,
chr6,64992315,64993352,,,277.0
chr6,65474933,65475580,,647.0,
chr6,65513890,65515060,361.0,995.0,
chr6,66484900,66485844,,,334.0
chr6,66894447,66894838,,202.0,
chr6,66986358,66987771,348.0,,
chr6,67216291,67217404,,,279.0
chr6,67297791,67298546,,755.0,
chr6,67317078,67317580,,502.0,
chr6,67317704,67318354,,120.0,
chr6,67349343,67350175,,832.0,
chr6,67482829,67483558,502.0,,
chr6,70659256,70659763,,,79.0
chr6,70763956,70764390,,,434.0
chr6,70793869,70794709,,,840.0
chr6,70822061,70822604,,527.0,
chr6,71291315,71291629,,314.0,
chr6,71390400,71391157,,,636.0
chr6,71912579,71913129,432.0,,
chr6,72351962,72352166,,,204.0
chr6,72462321,72463065,466.0,,
chr6,72551797,72552074,277.0,,
chr6,72565558,72565951,,,287.0
chr6,72831202,72831887,,685.0,
chr6,72904738,72905233,,495.0,
chr6,72943155,72943800,430.0,,
chr6,73160312,73161145,,,367.0
chr6,81937107,81937307,,,196.0
chr6,82871527,82872296,479.0,,
chr6,83028049,83028612,390.0,,
chr6,83398831,83399342,370.0,,
chr6,83744577,83745584,,,349.0
chr6,83781199,83782175,,,539.0
chr6,84606612,84606847,235.0,,
chr6,85087075,85088035,,,197.0
chr6,86437281,86437873,,,592.0
chr6,86497904,86498402,,498.0,
chr6,86797911,86798148,237.0,,
chr6,86990977,86991458,379.0,,
chr6,87491898,87492425,527.0,,
chr6,87760681,87761094,,,275.0
chr6,88024923,88025509,,,427.0
chr6,91074791,91075192,341.0,,
chr6,91628935,91629456,,,245.0
chr6,94611189,94611718,,529.0,
chr6,94631194,94631997,,803.0,455.0
chr6,95661953,95662734,,,319.0
chr6,97161161,97161650,,,328.0
chr6,97243642,97244720,,1078.0,
chr6,97260841,97261389,,373.0,440.5
chr6,97302454,97303211,,,627.0
chr6,97473201,97473414,213.0,,
chr6,98942873,98943510,244.0,,
chr6,99006972,99007482,,510.0,
chr6,99210918,99211731,,468.0,
chr6,99224469,99224988,,519.0,
chr6,99259276,99259891,,615.0,
chr6,99330132,99330533,,401.0,
chr6,99383058,99383433,,375.0,
chr6,99472823,99473330,,,507.0
chr6,103598983,103599392,380.0,,409.0
chr6,108162318,108163423,,,917.0
chr6,108259829,108260373,269.0,,
chr6,108288174,108288687,272.0,,
chr6,108499107,108500013,,906.0,
chr6,108503404,108503991,,587.0,
chr6,108520444,108520673,,,229.0
chr6,108608138,108608672,,534.0,421.0
chr6,108609267,108609754,,,158.0
chr6,108618093,108618618,,,316.0
chr6,108622035,108622615,,580.0,
chr6,108659364,108660335,,,713.0
chr6,108785836,108786705,,,615.0
chr6,112811807,112812316,360.0,509.0,
chr6,113588205,113588870,435.0,,
chr6,113604765,113605439,,,512.0
chr6,113611030,113611976,,,273.0
chr6,114854269,114854515,,246.0,
chr6,114854859,114855209,,350.0,
chr6,114881260,114881495,,,57.0
chr6,115627577,115627948,,,371.0
chr6,116085995,116086333,,,317.0
chr6,116157769,116158713,,,242.0
chr6,118511865,118512619,,,209.0
chr6,119338557,119339124,,,567.0
chr6,119345749,119346081,,,272.0
chr6,120061953,120062923,,477.0,
chr6,120414026,120414313,,,287.0
chr6,120481162,120481667,,,162.0
chr6,120489151,120489351,,,15.0
chr6,120529913,120530534,,,621.0
chr6,121080038,121080552,,,493.0
chr6,121128918,121129151,,,100.0
chr6,121133643,121135130,,,331.0
chr6,122220057,122220606,220.0,,
chr6,122477424,122478109,,685.0,
chr6,122552161,122553325,,,683.0
chr6,122692286,122693120,458.0,,
chr6,122760335,122762078,,,1284.0
chr6,124364970,124365611,,,101.0
chr6,124365687,124366149,,,112.0
chr6,124442940,124443172,,,232.0
chr6,124644197,124644577,,,288.0
chr6,124700481,124700848,358.0,,
chr6,124880685,124881618,,,393.0
chr6,125115401,125115992,,,177.0
chr6,125215086,125215734,374.0,,
chr6,125302961,125303991,565.0,,
chr6,125376380,125376868,371.0,,
chr6,125433589,125433863,,274.0,
chr6,126798860,126799457,490.0,,
chr6,127189784,127190964,,1180.0,
chr6,128387723,128388376,,,132.0
chr6,128713931,128714823,,,488.0
chr6,128752905,128753479,,,478.0
chr6,128789560,128789863,,,303.0
chr6,129130389,129131084,,,447.0
chr6,129234276,129235168,336.0,,
chr6,129254262,129254641,,,102.0
chr6,129483050,129483957,,,406.0
chr6,129558317,129559102,529.0,,
chr6,129697067,129698156,,1087.0,
chr6,131213860,131214140,220.0,,
chr6,133984858,133986297,,,892.0
chr6,133986398,133986800,,,216.0
chr6,134070729,134070997,,,226.5
chr6,134170192,134170801,,609.0,
chr6,134202134,134202540,,406.0,
chr6,134316482,134316834,,352.0,
chr6,134590659,134591517,399.0,,
chr6,134741293,134741876,,,295.0
chr6,134779555,134780651,,,740.0
chr6,134847655,134848773,,,759.0
chr6,134896991,134897832,,,339.0
chr6,135273327,135274308,,,981.0
chr6,136413594,136413921,327.0,,
chr6,136752088,136753040,,,767.0
chr6,136919084,136919286,,,202.0
chr6,137489751,137490211,,,161.0
chr6,140372175,140373834,,,835.0
chr6,140462678,140463739,,904.0,
chr6,140496525,140496850,,,256.0
chr6,140547016,140547450,380.0,,
chr6,140562041,140562670,,629.0,
chr6,140563270,140563882,,612.0,
chr6,140569117,140569427,310.0,310.0,
chr6,140656454,140657341,,866.0,
chr6,142456048,142456742,,,484.0
chr6,142520455,142520853,335.0,,
chr6,142771640,142772288,305.0,618.0,
chr6,142865888,142866510,600.0,,
chr6,143816470,143817160,,690.0,
chr6,144618883,144619781,442.0,898.0,
chr6,144858714,144859378,,664.0,
chr6,146029375,146030171,,796.0,
chr6,146382739,146383276,443.0,,
chr6,146673115,146673743,,,304.0
chr6,146673836,146674295,,,459.0
chr6,149089748,149090890,,,401.3333333333333
chr6,149141970,149142604,,634.0,329.0
chr6,149314769,149315371,296.0,,
chr7,3644390,3646111,,,640.0
chr7,4636264,4637013,,,749.0
chr7,13494807,13496066,485.0,,
chr7,16515277,16515603,,,300.0
chr7,16534628,16535075,338.0,,
chr7,16638169,16638700,,,401.0
chr7,17200113,17200990,,,473.0
chr7,17412566,17413083,,,385.0
chr7,17430815,17431197,,,338.0
chr7,19716695,19717229,,,475.0
chr7,20093512,20094309,,,797.0
chr7,20250254,20251127,,,389.0
chr7,20402658,20403281,,,623.0
chr7,20541828,20542065,,,237.0
chr7,25164928,25165282,,354.0,
chr7,25235443,25236029,,586.0,
chr7,26022761,26023792,,,448.0
chr7,26566365,26566906,,541.0,
chr7,26567179,26567575,,396.0,
chr7,28037024,28037224,,,200.0
chr7,28376269,28377719,,,182.0
chr7,28718260,28719025,411.0,,
chr7,28953775,28954101,326.0,,
chr7,29167787,29168395,502.0,,
chr7,29526623,29527307,402.0,,
chr7,29919685,29920255,280.0,,
chr7,30553264,30553963,,,256.0
chr7,30691045,30691367,,,322.0
chr7,31004803,31005143,288.0,,
chr7,31158523,31158963,372.0,,
chr7,31514297,31514938,,,641.0
chr7,36340104,36341191,,,33.0
chr7,38869696,38871110,,,730.0
chr7,38968575,38969073,,,400.0
chr7,46799498,46800099,,,288.0
chr7,48754229,48755516,,,544.0
chr7,50655052,50655564,,512.0,
chr7,50698763,50699597,,,558.0
chr7,51654058,51654258,,,193.0
chr7,52103957,52105678,,,765.0
chr7,52272793,52273358,,,565.0
chr7,52765349,52766162,516.0,,
chr7,52781371,52781962,,,412.0
chr7,54100943,54102678,,,353.0
chr7,54174922,54175740,,,764.0
chr7,54262978,54264142,388.0,,301.0
chr7,57010210,57010455,,,245.0
chr7,59011556,59011991,359.0,,
chr7,65647714,65648551,,837.0,
chr7,65730016,65731094,,920.0,
chr7,65977737,65978117,,380.0,
chr7,66077642,66078205,,563.0,
chr7,66483439,66484555,,,713.0
chr7,71003394,71003970,,,304.0
chr7,71267247,71267568,,321.0,
chr7,73375059,73375539,,,305.0
chr7,73378059,73378650,470.0,,
chr7,73534078,73534471,,,15.0
chr7,75215548,75215981,277.0,,
chr7,75273826,75274522,,696.0,
chr7,75416773,75417011,238.0,,
chr7,75420548,75421141,,547.0,
chr7,75427581,75427918,,337.0,305.0
chr7,75428661,75429112,,,174.0
chr7,75430784,75431154,,,370.0
chr7,75893977,75894519,,,542.0
chr7,79414784,79415390,,606.0,
chr7,79420063,79420981,340.0,918.0,
chr7,79452912,79453312,226.0,,
chr7,80682518,80683122,316.0,,604.0
chr7,80733352,80733764,,,52.0
chr7,80740000,80740557,,,101.0
chr7,81640273,81640833,,560.0,
chr7,82599942,82600654,431.0,,
chr7,82719900,82720558,,658.0,
chr7,82745232,82745807,,575.0,
chr7,82756406,82756809,,,403.0
chr7,82800641,82801040,,399.0,
chr7,82801189,82801949,,760.0,
chr7,82811823,82812248,,425.0,
chr7,82846614,82847089,,214.0,
chr7,82847224,82847634,,410.0,
chr7,82941294,82941788,,494.0,
chr7,85866282,85866863,,581.0,
chr7,86058566,86059058,,,294.0
chr7,86417394,86418319,,925.0,
chr7,86459422,86459750,,,84.0
chr7,86610781,86611730,,,235.0
chr7,87170985,87171256,,,271.0
chr7,87171666,87171906,,,240.0
chr7,87219800,87220094,,294.0,
chr7,87561801,87562385,,584.0,
chr7,87781344,87781662,,,318.0
chr7,87947581,87948584,,,612.0
chr7,88312127,88312346,,,174.0
chr7,88324036,88324934,,898.0,
chr7,88357836,88358438,,,111.0
chr7,88907421,88908701,,,776.0
chr7,89511635,89512178,,543.0,
chr7,89796787,89797898,304.0,,
chr7,90780145,90780735,,,362.0
chr7,91032026,91033358,,929.0,
chr7,91040089,91040986,,,413.0
chr7,91754006,91755181,,,143.0
chr7,96320354,96320694,340.0,,
chr7,96383900,96384171,,271.0,
chr7,97155590,97156251,553.0,661.0,
chr7,97216479,97216875,,396.0,
chr7,97493202,97493913,533.0,,
chr7,97503904,97504466,,562.0,
chr7,104897128,104898643,,,397.0
chr7,105728892,105729397,,505.0,
chr7,106235364,106235981,,617.0,
chr7,106577382,106577723,230.0,,
chr7,107520217,107520982,,,726.0
chr7,107597103,107597921,,499.0,
chr7,107685307,107685889,,,465.0
chr7,108449803,108451054,448.0,,
chr7,108458863,108459561,,,525.0
chr7,108703934,108704384,,450.0,
chr7,108729294,108729756,,462.0,
chr7,109082085,109082776,,,431.0
chr7,109118435,109119927,,,975.0
chr7,109486338,109486861,,,449.0
chr7,112959147,112960081,,,425.0
chr7,113379614,113380759,,866.0,
chr7,117094726,117095508,,657.0,
chr7,117102605,117103406,,782.0,
chr7,117252477,117253041,,494.0,
chr7,120656635,120657616,352.0,,
chr7,121212552,121213212,,67.0,
chr7,121213511,121213976,,465.0,
chr7,121231487,121231967,,480.0,
chr7,121244473,121244722,,242.0,
chr7,121304584,121304988,404.0,,
chr7,121357111,121357481,370.0,,
chr7,121397469,121398599,,,954.0
chr7,121434873,121435890,,,295.5
chr7,121623189,121624032,459.0,633.0,
chr7,123450807,123451140,,,34.0
chr7,123627715,123628282,412.0,,
chr7,124572211,124572874,,663.0,
chr7,125676233,125677128,,,216.0
chr7,125738670,125739084,,,414.0
chr7,125998757,125999588,,,699.0
chr7,126979439,126980374,231.0,,
chr7,127994977,127995722,,,334.0
chr7,128060846,128061432,,,359.0
chr7,128221273,128221647,,,374.0
chr7,132615455,132616310,588.0,,
chr7,132618098,132618310,,212.0,
chr7,132655434,132655657,223.0,,
chr7,132695446,132695969,,,488.0
chr7,132724482,132725257,,644.0,
chr7,132746741,132747119,,378.0,
chr7,133868558,133868811,,253.0,
chr7,134072122,134072674,,,394.0
chr7,134332115,134333081,,966.0,
chr7,134376481,134377003,54.0,,
chr7,134404025,134404627,,,35.0
chr7,135055721,135056308,,,587.0
chr7,135888188,135888723,,,340.0
chr7,137690162,137691170,,,791.0
chr7,139594251,139594848,551.0,,
chr7,139847758,139848676,414.0,,
chr7,139956682,139957020,,338.0,
chr7,140122508,140123085,,,116.0
chr7,140123716,140124020,,,44.0
chr7,144601967,144603036,,,325.0
chr7,146110874,146111142,,,106.5
chr7,147392905,147393229,324.0,,
chr7,147560133,147560601,390.0,,
chr7,148042124,148042854,,,730.0
chr7,148167650,148167988,302.0,,
chr7,148244693,148245226,,533.0,
chr7,148501829,148502201,,,240.0
chr7,148640831,148641721,,,117.0
chr7,148660848,148661562,,,54.0
chr7,149539776,149540499,392.0,,
chr7,150811081,150811422,,341.0,
chr7,150898652,150899695,355.0,,
chr8,3220856,3221800,,,138.0
chr8,3247288,3247493,,205.0,
chr8,3279128,3279888,,,760.0
chr8,3515940,3517058,,,357.0
chr8,4193239,4193677,,,438.0
chr8,4238270,4239491,,,347.5
chr8,4313537,4314041,,504.0,
chr8,4324934,4325835,312.0,,
chr8,11477646,11478080,,,397.0
chr8,11478200,11478830,,,246.0
chr8,11557844,11558566,,,286.0
chr8,13213360,13214255,307.0,,352.0
chr8,13601173,13601602,413.0,,
chr8,14090072,14090689,,,283.0
chr8,15018098,15019250,112.0,,
chr8,23170300,23171387,440.0,,
chr8,23521451,23522274,,,567.0
chr8,23586702,23587880,,,24.0
chr8,23949105,23949631,449.0,,
chr8,24318708,24319426,,,717.0
chr8,26178405,26179091,,686.0,
chr8,26335517,26335953,,,96.0
chr8,26384544,26385668,569.0,690.0,
chr8,26707352,26708334,,,526.0
chr8,26735481,26736186,,705.0,
chr8,26764325,26764894,494.0,,
chr8,26950822,26952180,,,369.0
chr8,28247404,28247861,446.0,,
chr8,28269657,28270440,,783.0,
chr8,28311298,28311740,,442.0,
chr8,34832517,34832947,338.0,,
chr8,35170507,35171946,,,735.0
chr8,35685651,35686119,,468.0,
chr8,35818737,35819045,,308.0,
chr8,35819252,35819549,,297.0,
chr8,35878732,35879606,,,167.0
chr8,36438600,36439897,,,324.0
chr8,36659804,36660714,407.0,,
chr8,36696704,36697720,453.0,,
chr8,37257075,37257647,446.0,,
chr8,41680225,41681046,,821.0,
chr8,47555855,47556996,,,11.0
chr8,47726561,47727151,,590.0,
chr8,47944613,47945345,381.0,,
chr8,48026538,48027379,,841.0,
chr8,48028690,48029027,,337.0,
chr8,59906134,59906970,,836.0,
chr8,60054912,60055462,,550.0,
chr8,63111300,63111738,,,62.0
chr8,63994919,63995396,,,477.0
chr8,70018431,70019356,,,249.0
chr8,70681060,70681570,,510.0,
chr8,72314836,72315359,,,286.0
chr8,72520065,72520754,343.0,,
chr8,72736037,72736905,,,295.0
chr8,73046862,73047307,,,361.0
chr8,73062624,73063646,,,461.0
chr8,73073512,73074039,349.0,,
chr8,73196946,73197715,532.0,,
chr8,74763445,74764475,287.0,,
chr8,74796315,74796624,,309.0,
chr8,74846145,74846423,,278.0,
chr8,74854986,74855362,,376.0,
chr8,74878118,74878673,,,522.0
chr8,74945249,74946002,358.0,,
chr8,75094506,75095343,,,235.0
chr8,77606195,77606729,480.0,,
chr8,79946665,79947283,,,618.0
chr8,81344419,81345310,,,760.0
chr8,82202960,82203236,276.0,,
chr8,83536150,83536410,,,260.0
chr8,84021234,84022088,,854.0,
chr8,84290066,84290371,274.0,305.0,
chr8,86496478,86496972,416.0,,
chr8,86760860,86761708,,,403.0
chr8,87227114,87227950,602.0,,
chr8,87370440,87371750,,,504.0
chr8,87502498,87502928,,,430.0
chr8,87513845,87514051,,,206.0
chr8,89362569,89363247,534.0,,
chr8,90722791,90723409,,,523.0
chr8,90724930,90725276,,,346.0
chr8,90885992,90886669,,,245.0
chr8,93400549,93401584,,,72.0
chr8,93657523,93658386,,,105.0
chr8,96702741,96703179,,,9.428571428571429
chr8,96878237,96878799,,,562.0
chr8,96887164,96887616,,,452.0
chr8,96910986,96911476,,,323.0
chr8,96977751,96978435,,684.0,
chr8,98377133,98377616,,,428.0
chr8,98411203,98412622,,,159.0
chr8,106918586,106919232,,,477.0
chr8,106919298,106919521,,,223.0
chr8,106966259,106967210,311.0,,
chr8,107114928,107115667,,,12.0
chr8,107790885,107791176,234.0,,
chr8,108089500,108090849,84.0,,
chr8,108350957,108351777,280.0,,
chr8,108424774,108425250,,,444.0
chr8,108531112,108531497,,385.0,
chr8,108578013,108578689,,676.0,
chr8,108673994,108674507,,,76.0
chr8,109642712,109642954,,,242.0
chr8,110111740,110112624,,,846.0
chr8,112089375,112090247,,,534.0
