,chr,start,end,bp_overlap,bed
1725,chr6,143816470,143817160,690,Treg_Foxp3_all
1726,chr6,144618883,144619781,898,Treg_Foxp3_all
1727,chr6,144858714,144859378,664,Treg_Foxp3_all
1728,chr6,146029375,146030171,796,Treg_Foxp3_all
1729,chr6,149141970,149142604,634,Treg_Foxp3_all
1730,chr7,25164928,25165282,354,Treg_Foxp3_all
1731,chr7,25235443,25236029,586,Treg_Foxp3_all
1732,chr7,26566365,26566906,541,Treg_Foxp3_all
1733,chr7,26567179,26567575,396,Treg_Foxp3_all
1734,chr7,50655052,50655564,512,Treg_Foxp3_all
1735,chr7,65647714,65648551,837,Treg_Foxp3_all
1736,chr7,65730016,65731094,920,Treg_Foxp3_all
1737,chr7,65977737,65978117,380,Treg_Foxp3_all
1738,chr7,66077642,66078205,563,Treg_Foxp3_all
1739,chr7,71267247,71267568,321,Treg_Foxp3_all
1740,chr7,75273826,75274522,696,Treg_Foxp3_all
1741,chr7,75420548,75421141,547,Treg_Foxp3_all
1742,chr7,75427581,75427918,337,Treg_Foxp3_all
1743,chr7,79414784,79415390,606,Treg_Foxp3_all
1744,chr7,79420063,79420981,918,Treg_Foxp3_all
1745,chr7,81640273,81640833,560,Treg_Foxp3_all
1746,chr7,82719900,82720558,658,Treg_Foxp3_all
1747,chr7,82745232,82745807,575,Treg_Foxp3_all
1748,chr7,82800641,82801040,399,Treg_Foxp3_all
1749,chr7,82801189,82801949,760,Treg_Foxp3_all
1750,chr7,82811823,82812248,425,Treg_Foxp3_all
1751,chr7,82846614,82847089,214,Treg_Foxp3_all
1752,chr7,82847224,82847634,410,Treg_Foxp3_all
1753,chr7,82941294,82941788,494,Treg_Foxp3_all
1754,chr7,85866282,85866863,581,Treg_Foxp3_all
1755,chr7,86417394,86418319,925,Treg_Foxp3_all
1756,chr7,87219800,87220094,294,Treg_Foxp3_all
1757,chr7,87561801,87562385,584,Treg_Foxp3_all
1758,chr7,88324036,88324934,898,Treg_Foxp3_all
1759,chr7,89511635,89512178,543,Treg_Foxp3_all
1760,chr7,91032026,91033358,929,Treg_Foxp3_all
1761,chr7,96383900,96384171,271,Treg_Foxp3_all
1762,chr7,97155590,97156251,661,Treg_Foxp3_all
1763,chr7,97216479,97216875,396,Treg_Foxp3_all
1764,chr7,97503904,97504466,562,Treg_Foxp3_all
1765,chr7,105728892,105729397,505,Treg_Foxp3_all
1766,chr7,106235364,106235981,617,Treg_Foxp3_all
1767,chr7,107597103,107597921,499,Treg_Foxp3_all
1768,chr7,108703934,108704384,450,Treg_Foxp3_all
1769,chr7,108729294,108729756,462,Treg_Foxp3_all
1770,chr7,113379614,113380759,866,Treg_Foxp3_all
1771,chr7,117094726,117095508,657,Treg_Foxp3_all
1772,chr7,117102605,117103406,782,Treg_Foxp3_all
1773,chr7,117252477,117253041,494,Treg_Foxp3_all
1774,chr7,121212552,121213212,67,Treg_Foxp3_all
1775,chr7,121213511,121213976,465,Treg_Foxp3_all
1776,chr7,121231487,121231967,480,Treg_Foxp3_all
1777,chr7,121244473,121244722,242,Treg_Foxp3_all
1778,chr7,121623189,121624032,633,Treg_Foxp3_all
1779,chr7,124572211,124572874,663,Treg_Foxp3_all
1780,chr7,132618098,132618310,212,Treg_Foxp3_all
1781,chr7,132724482,132725257,644,Treg_Foxp3_all
1782,chr7,132746741,132747119,378,Treg_Foxp3_all
1783,chr7,133868558,133868811,253,Treg_Foxp3_all
1784,chr7,134332115,134333081,966,Treg_Foxp3_all
1785,chr7,139956682,139957020,338,Treg_Foxp3_all
1786,chr7,148244693,148245226,533,Treg_Foxp3_all
1787,chr7,150811081,150811422,341,Treg_Foxp3_all
1788,chr8,3247288,3247493,205,Treg_Foxp3_all
1789,chr8,4313537,4314041,504,Treg_Foxp3_all
1790,chr8,26178405,26179091,686,Treg_Foxp3_all
1791,chr8,26384544,26385668,690,Treg_Foxp3_all
1792,chr8,26735481,26736186,705,Treg_Foxp3_all
1793,chr8,28269657,28270440,783,Treg_Foxp3_all
1794,chr8,28311298,28311740,442,Treg_Foxp3_all
1795,chr8,35685651,35686119,468,Treg_Foxp3_all
1796,chr8,35818737,35819045,308,Treg_Foxp3_all
1797,chr8,35819252,35819549,297,Treg_Foxp3_all
1798,chr8,41680225,41681046,821,Treg_Foxp3_all
1799,chr8,47726561,47727151,590,Treg_Foxp3_all
1800,chr8,48026538,48027379,841,Treg_Foxp3_all
1801,chr8,48028690,48029027,337,Treg_Foxp3_all
1802,chr8,59906134,59906970,836,Treg_Foxp3_all
1803,chr8,60054912,60055462,550,Treg_Foxp3_all
1804,chr8,70681060,70681570,510,Treg_Foxp3_all
1805,chr8,74796315,74796624,309,Treg_Foxp3_all
1806,chr8,74846145,74846423,278,Treg_Foxp3_all
1807,chr8,74854986,74855362,376,Treg_Foxp3_all
1808,chr8,84021234,84022088,854,Treg_Foxp3_all
1809,chr8,84290066,84290371,305,Treg_Foxp3_all
1810,chr8,96977751,96978435,684,Treg_Foxp3_all
1811,chr8,108531112,108531497,385,Treg_Foxp3_all
1812,chr8,108578013,108578689,676,Treg_Foxp3_all
1813,chr8,119159819,119160316,497,Treg_Foxp3_all
1814,chr8,119808968,119809392,424,Treg_Foxp3_all
1815,chr8,125552253,125552607,116,Treg_Foxp3_all
1816,chr8,127867530,127868298,639,Treg_Foxp3_all
1817,chr8,129356348,129356958,610,Treg_Foxp3_all
1818,chr8,129371382,129372610,1228,Treg_Foxp3_all
1819,chr8,129376095,129376334,239,Treg_Foxp3_all
1820,chr8,131166961,131167167,206,Treg_Foxp3_all
1821,chr9,7239472,7239778,118,Treg_Foxp3_all
1822,chr9,7239862,7240396,534,Treg_Foxp3_all
1823,chr9,13249456,13249829,328,Treg_Foxp3_all
1824,chr9,13368103,13368509,406,Treg_Foxp3_all
1825,chr9,14067004,14067397,393,Treg_Foxp3_all
1826,chr9,14085199,14085571,372,Treg_Foxp3_all
1827,chr9,32468792,32469027,167,Treg_Foxp3_all
1828,chr9,32469270,32469567,297,Treg_Foxp3_all
1829,chr9,32713903,32714355,452,Treg_Foxp3_all
1830,chr9,32718111,32718698,587,Treg_Foxp3_all
1831,chr9,32733400,32734299,887,Treg_Foxp3_all
1832,chr9,32735952,32736666,714,Treg_Foxp3_all
1833,chr9,32748767,32749446,651,Treg_Foxp3_all
1834,chr9,32868038,32868876,838,Treg_Foxp3_all
1835,chr9,40802170,40802873,634,Treg_Foxp3_all
1836,chr9,44866554,44866951,397,Treg_Foxp3_all
1837,chr9,45891503,45892043,540,Treg_Foxp3_all
1838,chr9,57819842,57820246,404,Treg_Foxp3_all
1839,chr9,57820411,57820783,372,Treg_Foxp3_all
1840,chr9,61063936,61064220,284,Treg_Foxp3_all
1841,chr9,61511809,61512211,402,Treg_Foxp3_all
1842,chr9,64637050,64637598,548,Treg_Foxp3_all
1843,chr9,68881806,68882765,755,Treg_Foxp3_all
1844,chr9,75249548,75250319,771,Treg_Foxp3_all
1845,chr9,77857899,77859060,849,Treg_Foxp3_all
1846,chr9,86517654,86518216,562,Treg_Foxp3_all
1847,chr9,86518296,86518883,263,Treg_Foxp3_all
1848,chr9,88616742,88616968,226,Treg_Foxp3_all
1849,chr9,88626609,88627290,681,Treg_Foxp3_all
1850,chr9,89103719,89104083,364,Treg_Foxp3_all
1851,chr9,92144421,92144730,309,Treg_Foxp3_all
1852,chr9,92144817,92145763,355,Treg_Foxp3_all
1853,chr9,94341715,94342126,411,Treg_Foxp3_all
1854,chr9,96483437,96484070,633,Treg_Foxp3_all
1855,chr9,96570229,96570757,528,Treg_Foxp3_all
1856,chr9,101151897,101152446,549,Treg_Foxp3_all
1857,chr9,107198686,107199218,532,Treg_Foxp3_all
1858,chr9,107236552,107237097,545,Treg_Foxp3_all
1859,chr9,108953493,108953873,380,Treg_Foxp3_all
1860,chr9,108954014,108954658,351,Treg_Foxp3_all
1861,chr9,116097790,116098560,770,Treg_Foxp3_all
1862,chr9,116121185,116121993,622,Treg_Foxp3_all
1863,chr9,118181749,118182562,813,Treg_Foxp3_all
1864,chr9,120685783,120686123,340,Treg_Foxp3_all
1865,chr9,122907576,122908527,927,Treg_Foxp3_all
1866,chr9,123626460,123627076,509,Treg_Foxp3_all
1867,chr9,123744863,123745472,609,Treg_Foxp3_all
1868,chr9,123832769,123833600,734,Treg_Foxp3_all
1869,chr9,123844121,123844409,288,Treg_Foxp3_all
1870,chr9,124060903,124061438,535,Treg_Foxp3_all
1871,chr9,124060903,124061438,517,Treg_Foxp3_all
1872,chrX,7442482,7443055,573,Treg_Foxp3_all
1873,chrX,7443193,7443406,184,Treg_Foxp3_all
1874,chrX,48227362,48228184,785,Treg_Foxp3_all
1875,chrX,67638295,67639482,1013,Treg_Foxp3_all
1876,chrX,98323736,98324445,709,Treg_Foxp3_all
1877,chrX,98564253,98564559,205,Treg_Foxp3_all
1878,chrX,104445734,104446165,431,Treg_Foxp3_all
1879,chrX,104520930,104521739,777,Treg_Foxp3_all
1880,chrX,156247392,156247913,403,Treg_Foxp3_all
1881,chrX,163617608,163618416,755,Treg_Foxp3_all
1882,chr1,6204210,6205596,128,oreganno
1883,chr1,7078354,7079550,851,oreganno
1884,chr1,13364110,13364799,689,oreganno
1885,chr1,16217950,16218628,185,oreganno
1886,chr1,16646463,16647601,215,oreganno
1887,chr1,24114446,24114646,174,oreganno
1888,chr1,30929628,30930087,409,oreganno
1889,chr1,30930483,30931071,588,oreganno
1890,chr1,33741345,33741681,336,oreganno
1891,chr1,36568337,36568908,465,oreganno
1892,chr1,37356380,37357202,436,oreganno
1893,chr1,39044148,39044875,448,oreganno
1894,chr1,39633445,39634011,441,oreganno
1895,chr1,39634167,39634599,432,oreganno
1896,chr1,43990201,43991058,530,oreganno
1897,chr1,46909312,46909932,303,oreganno
1898,chr1,46910135,46911398,678,oreganno
1899,chr1,51534605,51535633,535,oreganno
1900,chr1,51565870,51566306,335,oreganno
1901,chr1,52901185,52902282,687,oreganno
1902,chr1,55109189,55110007,278,oreganno
1903,chr1,58086413,58086700,287,oreganno
1904,chr1,58086413,58086700,272,oreganno
1905,chr1,58479750,58481182,913,oreganno
1906,chr1,58776450,58776665,32,oreganno
1907,chr1,63222819,63223922,1103,oreganno
1908,chr1,64167902,64169082,954,oreganno
1909,chr1,64803036,64804183,344,oreganno
1910,chr1,65224709,65225981,1272,oreganno
1911,chr1,65224709,65225981,255,oreganno
1912,chr1,66910320,66910731,65,oreganno
1913,chr1,72290237,72291318,519,oreganno
1914,chr1,74552117,74553027,910,oreganno
1915,chr1,74853079,74853871,279,oreganno
1916,chr1,74854729,74855025,133,oreganno
1917,chr1,75138010,75138543,431,oreganno
1918,chr1,75138786,75139779,405,oreganno
1919,chr1,75164947,75165832,339,oreganno
1920,chr1,75164947,75165832,152,oreganno
1921,chr1,75176521,75177238,370,oreganno
1922,chr1,78534948,78535298,309,oreganno
1923,chr1,79772383,79773070,281,oreganno
1924,chr1,82721228,82722081,318,oreganno
1925,chr1,88424516,88425028,275,oreganno
1926,chr1,90164250,90164714,464,oreganno
1927,chr1,90173322,90174519,1115,oreganno
1928,chr1,90175945,90176364,419,oreganno
1929,chr1,90175945,90176364,197,oreganno
1930,chr1,90185267,90185652,327,oreganno
1931,chr1,92954217,92954552,313,oreganno
1932,chr1,93309393,93310726,270,oreganno
1933,chr1,94830596,94831527,757,oreganno
1934,chr1,99665467,99667283,515,oreganno
1935,chr1,100027916,100028155,239,oreganno
1936,chr1,120355369,120356541,589,oreganno
1937,chr1,121969978,121970849,254,oreganno
1938,chr1,122017113,122018010,128,oreganno
1939,chr1,122018148,122018468,91,oreganno
1940,chr1,127415704,127416156,452,oreganno
1941,chr1,129765109,129765979,229,oreganno
1942,chr1,132986339,132986662,323,oreganno
1943,chr1,133049551,133050011,372,oreganno
1944,chr1,133080926,133081335,212,oreganno
1945,chr1,133534592,133535532,20,oreganno
1946,chr1,133903882,133904172,290,oreganno
1947,chr1,134052341,134052594,253,oreganno
1948,chr1,134054100,134054300,200,oreganno
1949,chr1,134373292,134374195,371,oreganno
1950,chr1,135961843,135962298,455,oreganno
1951,chr1,135975441,135976092,391,oreganno
1952,chr1,135989421,135990220,271,oreganno
1953,chr1,135995301,135996209,541,oreganno
1954,chr1,136258287,136258876,205,oreganno
1955,chr1,138421554,138421756,171,oreganno
1956,chr1,140515612,140516513,901,oreganno
1957,chr1,152872175,152872743,379,oreganno
1958,chr1,152926139,152926377,238,oreganno
1959,chr1,155549923,155550321,76,oreganno
1960,chr1,155549923,155550321,382,oreganno
1961,chr1,157423527,157423913,350,oreganno
1962,chr1,157882981,157883927,20,oreganno
1963,chr1,162715986,162716291,244,oreganno
1964,chr1,162964547,162965661,265,oreganno
1965,chr1,163125592,163126311,255,oreganno
1966,chr1,163180279,163180578,299,oreganno
1967,chr1,163181040,163182091,283,oreganno
1968,chr1,163181040,163182091,362,oreganno
1969,chr1,163906478,163906974,496,oreganno
1970,chr1,166178545,166179744,363,oreganno
1971,chr1,167390403,167391735,1332,oreganno
1972,chr1,167932547,167933737,1190,oreganno
1973,chr1,168290332,168290758,426,oreganno
1974,chr1,171461354,171462588,845,oreganno
1975,chr1,172797802,172798180,14,oreganno
1976,chr1,172798669,172799008,220,oreganno
1977,chr1,172902303,172903035,193,oreganno
1978,chr1,172903234,172903475,241,oreganno
1979,chr1,173053086,173053477,391,oreganno
1980,chr1,173258877,173259562,323,oreganno
1981,chr1,173432601,173434212,656,oreganno
1982,chr1,177561410,177562411,615,oreganno
1983,chr1,178792312,178792733,366,oreganno
1984,chr1,180248261,180249482,1126,oreganno
1985,chr1,180248261,180249482,255,oreganno
1986,chr1,180298806,180299837,842,oreganno
1987,chr1,182125879,182126526,32,oreganno
1988,chr1,182125879,182126526,637,oreganno
1989,chr1,182125879,182126526,285,oreganno
1990,chr1,182155953,182156853,900,oreganno
1991,chr1,182650593,182650819,126,oreganno
1992,chr1,182698149,182698988,839,oreganno
1993,chr1,184559836,184560036,200,oreganno
1994,chr1,185857395,185858676,1157,oreganno
1995,chr1,186648355,186648781,426,oreganno
1996,chr1,189132265,189132927,424,oreganno
1997,chr1,193048022,193049095,318,oreganno
1998,chr1,193048022,193049095,46,oreganno
1999,chr1,193215243,193215621,378,oreganno
2000,chr1,193244798,193245851,407,oreganno
2001,chr1,193269543,193270269,726,oreganno
2002,chr1,193303663,193304221,558,oreganno
2003,chr1,197067531,197068620,625,oreganno
2004,chr1,197067531,197068620,327,oreganno
2005,chr1,197067531,197068620,191,oreganno
2006,chr1,197067531,197068620,326,oreganno
2007,chr1,197067531,197068620,326,oreganno
2008,chr1,197067531,197068620,112,oreganno
2009,chr10,5733513,5734521,639,oreganno
2010,chr10,7499950,7500380,323,oreganno
2011,chr10,10277240,10277452,13,oreganno
2012,chr10,10277779,10278204,62,oreganno
2013,chr10,11063333,11063660,327,oreganno
2014,chr10,12642237,12643299,422,oreganno
2015,chr10,13684460,13685191,398,oreganno
2016,chr10,17403603,17404099,496,oreganno
2017,chr10,17441833,17443522,200,oreganno
2018,chr10,17441833,17443522,776,oreganno
2019,chr10,17954510,17955480,850,oreganno
2020,chr10,18564530,18565301,389,oreganno
2021,chr10,21015489,21016398,689,oreganno
2022,chr10,21015489,21016398,188,oreganno
2023,chr10,21714155,21714678,456,oreganno
2024,chr10,23532108,23532308,64,oreganno
2025,chr10,24589414,24590225,509,oreganno
2026,chr10,30563459,30563690,194,oreganno
2027,chr10,38890859,38891910,434,oreganno
2028,chr10,39332551,39333488,791,oreganno
2029,chr10,39345132,39345767,23,oreganno
2030,chr10,39345132,39345767,603,oreganno
2031,chr10,39345132,39345767,581,oreganno
2032,chr10,39679693,39680366,550,oreganno
2033,chr10,40091314,40092013,699,oreganno
2034,chr10,41007892,41008250,227,oreganno
2035,chr10,41008570,41008927,129,oreganno
2036,chr10,41529288,41530581,395,oreganno
2037,chr10,43260236,43261103,106,oreganno
2038,chr10,43868710,43868931,221,oreganno
2039,chr10,44178255,44178911,656,oreganno
2040,chr10,51952469,51952681,95,oreganno
2041,chr10,53793654,53793929,275,oreganno
2042,chr10,53793654,53793929,251,oreganno
2043,chr10,53794129,53794849,175,oreganno
2044,chr10,57251856,57252629,641,oreganno
2045,chr10,57514259,57515366,722,oreganno
2046,chr10,57554976,57555537,481,oreganno
2047,chr10,59740106,59740857,614,oreganno
2048,chr10,59740106,59740857,210,oreganno
2049,chr10,60215122,60215895,589,oreganno
2050,chr10,60790274,60791318,520,oreganno
2051,chr10,60914289,60914682,393,oreganno
2052,chr10,60914289,60914682,393,oreganno
2053,chr10,62706197,62707085,219,oreganno
2054,chr10,62892090,62893177,652,oreganno
2055,chr10,66383454,66383654,139,oreganno
2056,chr10,66559774,66560248,474,oreganno
2057,chr10,67460906,67461188,234,oreganno
2058,chr10,67701675,67702503,124,oreganno
2059,chr10,67739130,67740857,944,oreganno
2060,chr10,67908238,67909241,587,oreganno
2061,chr10,68003853,68005097,627,oreganno
2062,chr10,68003853,68005097,322,oreganno
2063,chr10,69643437,69644184,271,oreganno
2064,chr10,76485444,76485805,65,oreganno
2065,chr10,76485444,76485805,361,oreganno
2066,chr10,77044237,77045160,159,oreganno
2067,chr10,77089417,77089896,454,oreganno
2068,chr10,77622149,77622356,207,oreganno
2069,chr10,77707299,77708133,432,oreganno
2070,chr10,77760556,77761850,293,oreganno
2071,chr10,78036909,78038022,260,oreganno
2072,chr10,78879843,78880680,633,oreganno
2073,chr10,79209084,79209612,110,oreganno
2074,chr10,79447074,79447960,534,oreganno
2075,chr10,79896328,79897095,354,oreganno
2076,chr10,80139871,80140167,54,oreganno
2077,chr10,80140768,80141272,138,oreganno
2078,chr10,80140768,80141272,467,oreganno
2079,chr10,80226137,80226663,341,oreganno
2080,chr10,80639224,80640010,126,oreganno
2081,chr10,80639224,80640010,6,oreganno
2082,chr10,80748366,80748858,492,oreganno
2083,chr10,82321625,82322260,91,oreganno
2084,chr10,83903336,83903566,230,oreganno
2085,chr10,84038793,84040371,1313,oreganno
2086,chr10,84507378,84507850,91,oreganno
2087,chr10,84507378,84507850,399,oreganno
2088,chr10,89208190,89208658,407,oreganno
2089,chr10,90616738,90617364,307,oreganno
2090,chr10,90633273,90633664,391,oreganno
2091,chr10,90634115,90634806,21,oreganno
2092,chr10,90644048,90645617,476,oreganno
2093,chr10,92184438,92185559,1121,oreganno
2094,chr10,92607922,92608276,272,oreganno
2095,chr10,92642401,92643063,440,oreganno
2096,chr10,93610106,93611323,95,oreganno
2097,chr10,94007982,94008820,468,oreganno
2098,chr10,94727447,94727817,226,oreganno
2099,chr10,94786037,94786994,443,oreganno
2100,chr10,95143666,95143956,290,oreganno
2101,chr10,96084318,96084564,231,oreganno
2102,chr10,96153297,96153985,630,oreganno
2103,chr10,98589465,98590894,1128,oreganno
2104,chr10,98632356,98632696,340,oreganno
2105,chr10,98725414,98726146,713,oreganno
2106,chr10,98816580,98816938,358,oreganno
2107,chr10,98816580,98816938,235,oreganno
2108,chr10,98903664,98904080,360,oreganno
2109,chr10,98903664,98904080,337,oreganno
2110,chr10,98922355,98923097,706,oreganno
2111,chr10,98922355,98923097,261,oreganno
2112,chr10,99018613,99018941,328,oreganno
2113,chr10,107770625,107770990,222,oreganno
2114,chr10,110953156,110954254,232,oreganno
2115,chr10,111020198,111020526,328,oreganno
2116,chr10,114687520,114687788,250,oreganno
2117,chr10,116518962,116519177,215,oreganno
2118,chr10,116518962,116519177,111,oreganno
2119,chr10,117147114,117148146,128,oreganno
2120,chr10,117147114,117148146,718,oreganno
2121,chr10,117335381,117335841,258,oreganno
2122,chr10,117389166,117389525,134,oreganno
2123,chr10,118203025,118203433,408,oreganno
2124,chr10,118203025,118203433,343,oreganno
2125,chr10,120801811,120802895,89,oreganno
2126,chr10,120803099,120803414,292,oreganno
2127,chr10,120866209,120866562,35,oreganno
2128,chr10,120866953,120867415,189,oreganno
2129,chr10,122528897,122529099,202,oreganno
2130,chr10,126578492,126579090,535,oreganno
2131,chr10,126726325,126726640,315,oreganno
2132,chr10,126726325,126726640,17,oreganno
2133,chr10,126727367,126727998,57,oreganno
2134,chr10,127023296,127023690,394,oreganno
2135,chr10,127181804,127182012,208,oreganno
2136,chr10,127519869,127520515,315,oreganno
2137,chr10,127527986,127528850,31,oreganno
2138,chr10,127529032,127529250,218,oreganno
2139,chr10,127648673,127649132,459,oreganno
2140,chr10,127740113,127740925,284,oreganno
2141,chr10,127774475,127775181,43,oreganno
2142,chr10,128133079,128133790,550,oreganno
2143,chr10,129530026,129530337,205,oreganno
2144,chr11,3004686,3005840,232,oreganno
2145,chr11,3038431,3038732,301,oreganno
2146,chr11,3042314,3042516,202,oreganno
2147,chr11,3044774,3045175,401,oreganno
2148,chr11,3045767,3046595,828,oreganno
2149,chr11,3053584,3054245,661,oreganno
2150,chr11,3054893,3055179,286,oreganno
2151,chr11,3057363,3057693,330,oreganno
2152,chr11,3057829,3058196,367,oreganno
2153,chr11,3063578,3064117,539,oreganno
2154,chr11,3064512,3064784,272,oreganno
2155,chr11,3065510,3065818,308,oreganno
2156,chr11,3069522,3069809,287,oreganno
2157,chr11,3071153,3071532,379,oreganno
2158,chr11,3075912,3076838,902,oreganno
2159,chr11,3076978,3077317,339,oreganno
2160,chr11,3078013,3078217,204,oreganno
2161,chr11,3081114,3081710,567,oreganno
2162,chr11,3084967,3085202,235,oreganno
2163,chr11,3085861,3086079,218,oreganno
2164,chr11,3086675,3087017,342,oreganno
2165,chr11,3092999,3093735,736,oreganno
2166,chr11,3095749,3096808,610,oreganno
2167,chr11,3095749,3096808,435,oreganno
2168,chr11,3098901,3099103,202,oreganno
2169,chr11,3287042,3287464,173,oreganno
2170,chr11,3863579,3864327,1,oreganno
2171,chr11,5115428,5115637,174,oreganno
2172,chr11,5196629,5197032,15,oreganno
2173,chr11,5441134,5441559,196,oreganno
2174,chr11,6344086,6344876,562,oreganno
2175,chr11,6525828,6526353,525,oreganno
2176,chr11,19892885,19893245,360,oreganno
2177,chr11,20442642,20443552,910,oreganno
2178,chr11,23670078,23671587,435,oreganno
2179,chr11,30853878,30854843,853,oreganno
2180,chr11,40507774,40508232,144,oreganno
2181,chr11,40546733,40547651,647,oreganno
2182,chr11,45768563,45769204,421,oreganno
2183,chr11,46185810,46186317,154,oreganno
2184,chr11,48631774,48632148,280,oreganno
2185,chr11,48896700,48897033,69,oreganno
2186,chr11,50023522,50024560,723,oreganno
2187,chr11,53608226,53609059,666,oreganno
2188,chr11,54749999,54750258,259,oreganno
2189,chr11,54749999,54750258,223,oreganno
2190,chr11,54769160,54769901,741,oreganno
2191,chr11,54911048,54911893,64,oreganno
2192,chr11,54934196,54934822,399,oreganno
2193,chr11,57821997,57822385,331,oreganno
2194,chr11,57909608,57910137,266,oreganno
2195,chr11,57909608,57910137,77,oreganno
2196,chr11,57909608,57910137,241,oreganno
2197,chr11,57981613,57982009,396,oreganno
2198,chr11,58114513,58114954,2,oreganno
2199,chr11,58115281,58116338,992,oreganno
2200,chr11,58976649,58977487,314,oreganno
2201,chr11,60748711,60749234,28,oreganno
2202,chr11,60988291,60989108,476,oreganno
2203,chr11,61667599,61668165,262,oreganno
2204,chr11,62364266,62365273,81,oreganno
2205,chr11,64000557,64000869,229,oreganno
2206,chr11,64792125,64792757,544,oreganno
2207,chr11,68876403,68876720,317,oreganno
2208,chr11,68908200,68908889,649,oreganno
2209,chr11,68937198,68937490,290,oreganno
2210,chr11,68937198,68937490,159,oreganno
2211,chr11,68938842,68939371,114,oreganno
2212,chr11,69214732,69215081,349,oreganno
2213,chr11,69393622,69394006,13,oreganno
2214,chr11,69571539,69573027,1036,oreganno
2215,chr11,69714320,69715387,362,oreganno
2216,chr11,69761635,69762001,9,oreganno
2217,chr11,70053407,70053607,67,oreganno
2218,chr11,70245580,70246256,676,oreganno
2219,chr11,70338462,70339103,641,oreganno
2220,chr11,70817571,70818257,352,oreganno
2221,chr11,72420493,72421059,75,oreganno
2222,chr11,72421836,72422211,355,oreganno
2223,chr11,75780322,75780882,250,oreganno
2224,chr11,77009291,77009507,216,oreganno
2225,chr11,77991273,77992179,103,oreganno
2226,chr11,78136354,78136745,391,oreganno
2227,chr11,78700622,78700827,205,oreganno
2228,chr11,79467888,79468179,291,oreganno
2229,chr11,82683530,82684059,274,oreganno
2230,chr11,83286114,83287206,1092,oreganno
2231,chr11,84326752,84327366,82,oreganno
2232,chr11,85166035,85166867,404,oreganno
2233,chr11,86400311,86401099,758,oreganno
2234,chr11,87236093,87236802,651,oreganno
2235,chr11,88725687,88726253,566,oreganno
2236,chr11,88885350,88885826,440,oreganno
2237,chr11,88885350,88885826,228,oreganno
2238,chr11,94410102,94410741,506,oreganno
2239,chr11,94452771,94453335,555,oreganno
2240,chr11,97176944,97177395,451,oreganno
2241,chr11,97296092,97296716,624,oreganno
2242,chr11,97296092,97296716,180,oreganno
2243,chr11,98590603,98590981,362,oreganno
2244,chr11,98636594,98636794,200,oreganno
2245,chr11,100180892,100181989,1097,oreganno
2246,chr11,100683731,100684080,349,oreganno
2247,chr11,100703440,100703677,237,oreganno
2248,chr11,100703440,100703677,197,oreganno
2249,chr11,101087518,101087829,311,oreganno
2250,chr11,101413087,101414395,8,oreganno
2251,chr11,101488205,101489316,482,oreganno
2252,chr11,101488205,101489316,435,oreganno
2253,chr11,101593987,101594659,672,oreganno
2254,chr11,102328381,102328889,459,oreganno
2255,chr11,102889430,102890222,342,oreganno
2256,chr11,102994063,102994750,687,oreganno
2257,chr11,106077449,106078664,363,oreganno
2258,chr11,106417997,106418197,140,oreganno
2259,chr11,107289328,107289725,397,oreganno
2260,chr11,108872958,108873422,464,oreganno
2261,chr11,109356291,109356618,293,oreganno
2262,chr11,109357241,109357893,311,oreganno
2263,chr11,115138094,115138884,260,oreganno
2264,chr11,115273941,115274296,257,oreganno
2265,chr11,115274469,115275084,404,oreganno
2266,chr11,116059924,116060598,674,oreganno
2267,chr11,116351636,116352146,289,oreganno
2268,chr11,117824674,117825068,390,oreganno
2269,chr11,117826866,117827332,7,oreganno
2270,chr11,118902030,118902688,658,oreganno
2271,chr11,119128962,119129430,468,oreganno
2272,chr11,119464050,119464451,401,oreganno
2273,chr11,120094004,120094261,257,oreganno
2274,chr12,3109786,3110231,445,oreganno
2275,chr12,4880998,4881435,437,oreganno
2276,chr12,17513951,17514336,385,oreganno
2277,chr12,17513951,17514336,74,oreganno
2278,chr12,25780772,25781314,9,oreganno
2279,chr12,25951621,25951895,244,oreganno
2280,chr12,27140994,27141604,563,oreganno
2281,chr12,29359832,29360673,414,oreganno
2282,chr12,29359832,29360673,189,oreganno
2283,chr12,32183923,32185279,905,oreganno
2284,chr12,32634892,32635801,777,oreganno
2285,chr12,33638402,33639853,1249,oreganno
2286,chr12,33986981,33988270,329,oreganno
2287,chr12,45310127,45311644,647,oreganno
2288,chr12,52929761,52931322,546,oreganno
2289,chr12,52945925,52946333,408,oreganno
2290,chr12,52945925,52946333,376,oreganno
2291,chr12,53103787,53104051,164,oreganno
2292,chr12,55292980,55293322,4,oreganno
2293,chr12,55292980,55293322,317,oreganno
2294,chr12,55667727,55667927,200,oreganno
2295,chr12,55797266,55798267,544,oreganno
2296,chr12,58312392,58313174,590,oreganno
2297,chr12,60307337,60308490,328,oreganno
2298,chr12,70638634,70639403,27,oreganno
2299,chr12,71814555,71814983,419,oreganno
2300,chr12,72075428,72076192,351,oreganno
2301,chr12,73033659,73034405,358,oreganno
2302,chr12,73765379,73766264,69,oreganno
2303,chr12,73945035,73945724,84,oreganno
2304,chr12,73945035,73945724,260,oreganno
2305,chr12,74880295,74880753,458,oreganno
2306,chr12,74880295,74880753,133,oreganno
2307,chr12,76697007,76697877,512,oreganno
2308,chr12,77355862,77356737,372,oreganno
